driver id,car id,drive name,city,vechicle type,vechicle age,battery capacity(kw),total km driven,current charge percentage,estimated rangekm,batery health,vechicle-status,average energy per km kwh,charging cost,total maintanace cost,max speed,gross revenue,driver earnings
4326,104326,Driver_4326,Chennai,SUV,5.9,60,115698.0,73.2,285.2,92.5,Inactive,0.154,1466.33,31808.0,100,71986.38,43718.2
4327,104327,Driver_4327,Bangalore,Mini EV,6.9,60,46175.6,60.6,295.6,73.8,Maintenance,0.123,791.94,9003.67,140,342309.67,199740.64
4328,104328,Driver_4328,Hyderabad,Sedan,6.2,60,90067.8,25.3,104.7,91.0,Active,0.145,824.77,10644.07,120,294173.71,166049.02
4329,104329,Driver_4329,Hyderabad,Sedan,1.6,60,235791.7,12.2,39.1,92.0,Active,0.187,1371.04,33546.68,120,546410.93,257696.4
4330,104330,Driver_4330,Delhi,SUV,5.0,40,206770.9,55.2,169.8,97.0,Inactive,0.13,2990.03,37261.02,100,91513.84,50215.72
4331,104331,Driver_4331,Bangalore,SUV,3.4,75,226008.1,66.7,365.1,98.8,Inactive,0.137,2688.58,24137.77,120,289595.06,157009.14
4332,104332,Driver_4332,Bangalore,Hatchback,2.6,40,75002.9,53.3,112.8,74.7,Maintenance,0.189,1789.52,26141.24,120,531254.54,247451.18
4333,104333,Driver_4333,Bangalore,SUV,5.2,30,194443.4,93.2,160.7,75.4,Active,0.174,3463.35,12084.5,140,445752.76,219114.83
4334,104334,Driver_4334,Hyderabad,Sedan,6.6,40,11205.6,83.1,206.5,96.2,Active,0.161,3788.78,15130.74,120,266735.13,179520.11
4335,104335,Driver_4335,Bangalore,Hatchback,1.3,40,151892.0,98.3,265.7,88.1,Maintenance,0.148,1224.26,26974.16,120,73361.89,42980.97
4336,104336,Driver_4336,Delhi,Mini EV,6.3,75,139070.1,83.6,337.1,88.2,Inactive,0.186,1537.28,26352.28,100,256692.02,129593.48
4337,104337,Driver_4337,Hyderabad,Hatchback,2.6,50,39518.3,99.6,259.4,83.9,Active,0.192,2701.65,16407.26,120,203148.52,130078.13
4338,104338,Driver_4338,Delhi,SUV,2.0,50,96119.3,72.1,210.8,95.5,Active,0.171,2716.62,15957.35,120,783738.16,331445.59
4339,104339,Driver_4339,Mumbai,Hatchback,2.1,40,215704.1,47.8,129.2,81.4,Inactive,0.148,3269.21,21307.27,160,76191.52,41395.31
4340,104340,Driver_4340,Mumbai,Sedan,3.2,30,164795.3,30.1,65.4,97.1,Active,0.138,2147.25,23875.3,140,302574.59,132139.81
4341,104341,Driver_4341,Hyderabad,Hatchback,1.3,30,178214.3,31.8,67.7,72.3,Active,0.141,2485.01,22502.26,120,149223.3,63405.96
4342,104342,Driver_4342,Mumbai,SUV,7.7,75,249605.2,86.5,381.6,93.2,Active,0.17,4827.69,21567.67,160,365900.3,146440.63
4343,104343,Driver_4343,Mumbai,Sedan,5.2,60,202635.7,59.0,217.2,94.1,Inactive,0.163,3870.85,25366.94,160,470532.3,202133.26
4344,104344,Driver_4344,Bangalore,Hatchback,4.8,30,26170.9,11.6,20.6,85.8,Inactive,0.169,3423.78,18315.45,100,661647.27,313254.46
4345,104345,Driver_4345,Mumbai,Hatchback,1.9,75,181154.6,64.6,257.7,92.3,Active,0.188,4426.61,17092.81,100,682834.04,421800.43
4346,104346,Driver_4346,Chennai,Mini EV,6.8,40,54382.6,31.3,71.5,81.8,Inactive,0.175,818.51,20483.53,160,281829.7,170444.48
4347,104347,Driver_4347,Chennai,Sedan,3.0,60,76890.1,73.2,252.4,77.6,Maintenance,0.174,4086.44,18618.95,160,632733.69,429078.62
4348,104348,Driver_4348,Delhi,Mini EV,4.7,60,148250.5,14.7,72.9,78.5,Active,0.121,1395.99,7166.87,100,670372.45,369501.5
4349,104349,Driver_4349,Delhi,Hatchback,6.9,40,228604.9,17.3,39.3,78.0,Maintenance,0.176,1603.27,42881.49,140,209500.08,116340.74
4350,104350,Driver_4350,Delhi,SUV,1.3,40,157673.6,10.7,22.5,92.1,Active,0.19,2762.96,22883.07,160,143411.59,58795.45
4351,104351,Driver_4351,Chennai,Sedan,5.5,75,227103.9,23.3,87.8,86.8,Inactive,0.199,4765.94,21335.66,120,684656.53,441791.06
4352,104352,Driver_4352,Chennai,Sedan,1.2,50,190477.8,10.5,34.3,71.4,Inactive,0.153,3197.79,26818.56,160,557223.3,269948.15
4353,104353,Driver_4353,Bangalore,Sedan,4.9,60,209200.8,46.5,144.6,90.1,Active,0.193,961.51,20526.14,140,300555.67,127140.07
4354,104354,Driver_4354,Hyderabad,SUV,1.5,40,98995.6,76.9,221.3,84.2,Maintenance,0.139,4499.09,31587.02,140,59721.1,40796.66
4355,104355,Driver_4355,Bangalore,SUV,2.2,40,244103.9,51.3,104.2,71.2,Inactive,0.197,1729.6,33577.59,140,435943.55,185254.75
4356,104356,Driver_4356,Hyderabad,SUV,7.9,30,200648.0,16.6,39.2,91.4,Maintenance,0.127,4757.49,37805.91,120,601941.07,408086.1
4357,104357,Driver_4357,Bangalore,Mini EV,1.7,50,122857.1,59.1,182.4,82.1,Inactive,0.162,1035.25,21525.27,120,640785.05,374464.54
4358,104358,Driver_4358,Delhi,Sedan,0.5,75,83717.5,49.7,230.1,75.2,Inactive,0.162,1439.04,40623.24,140,447332.59,197221.86
4359,104359,Driver_4359,Hyderabad,SUV,5.4,40,206951.5,91.8,282.5,82.5,Active,0.13,574.97,15603.29,120,194227.23,78004.49
4360,104360,Driver_4360,Mumbai,Mini EV,6.4,60,115738.6,11.1,36.8,73.2,Inactive,0.181,1180.89,35293.72,120,276345.16,120877.72
4361,104361,Driver_4361,Delhi,Hatchback,2.3,75,136451.5,56.1,255.0,76.0,Inactive,0.165,620.08,28583.43,160,245964.17,130258.25
4362,104362,Driver_4362,Delhi,Sedan,6.2,40,207353.7,45.3,95.9,86.6,Maintenance,0.189,3842.9,27200.31,100,384054.35,255387.69
4363,104363,Driver_4363,Mumbai,Sedan,1.6,60,239395.6,81.8,327.2,89.3,Inactive,0.15,1966.97,28896.79,160,276583.09,146132.19
4364,104364,Driver_4364,Bangalore,Mini EV,3.3,30,49830.5,95.9,182.1,98.2,Inactive,0.158,1838.39,35746.86,120,299038.45,145717.01
4365,104365,Driver_4365,Hyderabad,Mini EV,3.3,50,77253.6,50.7,153.6,75.1,Active,0.165,990.89,23135.45,120,321535.43,215435.76
4366,104366,Driver_4366,Bangalore,Sedan,2.3,40,170450.1,25.6,56.9,98.5,Maintenance,0.18,3864.92,31836.36,120,99876.34,54707.34
4367,104367,Driver_4367,Chennai,Hatchback,6.6,60,37952.8,81.6,313.8,86.5,Active,0.156,4131.81,24103.09,100,194236.03,93338.25
4368,104368,Driver_4368,Bangalore,Sedan,7.4,60,118590.4,85.6,288.5,89.1,Active,0.178,4600.12,43646.59,120,234595.71,132073.06
4369,104369,Driver_4369,Chennai,Hatchback,3.3,30,232560.5,48.6,109.6,73.7,Active,0.133,728.57,23480.31,140,263677.07,164468.24
4370,104370,Driver_4370,Chennai,Mini EV,3.4,60,71376.5,97.1,444.7,88.4,Inactive,0.131,4834.79,42972.72,160,291932.55,151719.66
4371,104371,Driver_4371,Chennai,SUV,8.0,50,218169.3,32.5,102.8,75.9,Active,0.158,1726.58,19721.51,140,139480.34,61836.46
4372,104372,Driver_4372,Delhi,Mini EV,3.8,75,125734.3,15.4,94.7,87.0,Maintenance,0.122,1719.9,20963.46,120,654252.74,384470.67
4373,104373,Driver_4373,Mumbai,SUV,5.5,75,216290.4,20.5,113.1,79.7,Maintenance,0.136,4756.38,48143.9,120,372625.2,256787.76
4374,104374,Driver_4374,Bangalore,Sedan,2.0,60,18746.9,67.4,328.8,84.9,Maintenance,0.123,1609.19,18585.99,100,231452.41,122741.65
4375,104375,Driver_4375,Delhi,Mini EV,3.8,60,180087.3,11.3,35.3,89.3,Active,0.192,699.5,30606.79,100,487940.28,235952.6
4376,104376,Driver_4376,Bangalore,Hatchback,2.5,75,21542.5,68.6,405.1,88.5,Active,0.127,4056.51,30900.32,120,362381.29,163744.37
4377,104377,Driver_4377,Hyderabad,Hatchback,7.4,60,222616.9,89.3,415.3,97.3,Inactive,0.129,2051.61,38785.53,100,375397.98,152978.7
4378,104378,Driver_4378,Mumbai,SUV,2.5,75,163065.5,73.9,369.5,99.3,Maintenance,0.15,3045.87,31353.65,120,236313.3,108755.86
4379,104379,Driver_4379,Hyderabad,SUV,4.5,50,168155.2,27.0,75.4,81.6,Maintenance,0.179,1700.92,24414.8,160,276484.91,191350.79
4380,104380,Driver_4380,Mumbai,Sedan,6.4,40,160701.6,46.9,145.4,99.3,Inactive,0.129,991.9,19287.46,100,522570.92,317360.18
4381,104381,Driver_4381,Delhi,Hatchback,4.8,60,165187.0,89.7,271.8,70.9,Active,0.198,3511.45,49228.3,100,154378.85,82113.34
4382,104382,Driver_4382,Chennai,Mini EV,0.7,75,135089.8,24.9,141.5,97.4,Inactive,0.132,4514.88,20057.93,100,793519.28,433625.51
4383,104383,Driver_4383,Delhi,Mini EV,6.6,30,245030.3,82.5,136.0,89.8,Active,0.182,4288.81,36765.9,160,738687.13,462725.18
4384,104384,Driver_4384,Mumbai,Hatchback,6.5,60,6715.4,37.9,137.8,89.9,Active,0.165,2315.8,14536.62,160,358795.16,179279.76
4385,104385,Driver_4385,Delhi,Hatchback,1.0,50,21282.6,81.3,215.1,85.1,Inactive,0.189,632.36,13316.16,140,184284.23,82125.05
4386,104386,Driver_4386,Delhi,Hatchback,4.2,60,148583.6,56.9,178.7,76.3,Inactive,0.191,831.52,29922.38,100,531023.4,254876.93
4387,104387,Driver_4387,Mumbai,SUV,7.3,75,240485.6,83.7,348.8,89.5,Maintenance,0.18,4795.71,8223.86,100,249964.03,107905.33
4388,104388,Driver_4388,Chennai,SUV,5.1,50,132900.6,94.2,294.4,72.0,Active,0.16,4803.98,35229.77,120,331302.44,217501.33
4389,104389,Driver_4389,Bangalore,Sedan,6.3,50,148358.0,48.2,153.5,72.1,Inactive,0.157,1220.47,34461.78,120,131356.25,75774.46
4390,104390,Driver_4390,Bangalore,Hatchback,1.7,40,231418.6,29.6,60.4,79.3,Active,0.196,4318.2,14656.6,140,412349.27,275240.54
4391,104391,Driver_4391,Mumbai,Sedan,2.4,75,184387.4,71.8,297.5,89.9,Inactive,0.181,4964.92,28619.48,120,62975.94,37679.33
4392,104392,Driver_4392,Hyderabad,SUV,4.9,50,64901.8,73.8,192.2,78.3,Inactive,0.192,844.44,22199.17,120,451809.24,275092.59
4393,104393,Driver_4393,Delhi,Hatchback,2.0,30,112360.3,61.5,146.4,98.9,Inactive,0.126,2530.22,23830.5,120,53392.43,21454.75
4394,104394,Driver_4394,Bangalore,Sedan,6.7,30,135622.2,89.0,213.6,93.3,Inactive,0.125,4259.5,32404.77,120,613055.27,272398.89
4395,104395,Driver_4395,Hyderabad,Sedan,1.1,60,47338.4,55.9,274.9,93.3,Inactive,0.122,4077.6,33806.88,120,736647.38,317794.7
4396,104396,Driver_4396,Delhi,Mini EV,7.1,30,116382.7,23.5,44.1,94.9,Inactive,0.16,4946.04,36569.43,140,532261.83,318916.97
4397,104397,Driver_4397,Mumbai,Hatchback,7.1,40,73492.4,90.7,297.4,93.9,Maintenance,0.122,3572.37,23906.12,160,151102.84,81173.33
4398,104398,Driver_4398,Hyderabad,SUV,5.6,75,232665.3,33.3,182.3,72.8,Inactive,0.137,3334.08,34542.53,160,492879.64,213557.59
4399,104399,Driver_4399,Hyderabad,SUV,5.4,30,129226.3,61.9,112.5,77.2,Active,0.165,4455.1,23531.02,120,167580.47,96281.27
4400,104400,Driver_4400,Mumbai,Mini EV,3.5,30,104879.0,47.0,108.5,86.1,Maintenance,0.13,663.39,27206.61,120,94906.97,61973.97
4401,104401,Driver_4401,Mumbai,SUV,3.8,60,103404.6,42.3,132.2,84.2,Active,0.192,3237.91,30996.73,120,475250.57,217320.06
4402,104402,Driver_4402,Chennai,SUV,4.6,50,22593.4,44.6,139.4,90.4,Inactive,0.16,4758.37,39109.39,120,536504.67,238524.8
4403,104403,Driver_4403,Mumbai,SUV,3.1,75,200639.9,12.6,48.5,80.3,Inactive,0.195,1485.65,9255.47,140,105717.44,71759.32
4404,104404,Driver_4404,Chennai,Sedan,1.8,75,134127.8,98.5,399.3,85.7,Maintenance,0.185,922.85,18711.8,120,712054.06,478843.75
4405,104405,Driver_4405,Chennai,Mini EV,4.0,30,18883.7,63.1,142.3,98.1,Maintenance,0.133,3730.75,35236.43,160,505847.15,294807.99
4406,104406,Driver_4406,Mumbai,SUV,4.4,50,83944.8,39.3,138.4,81.7,Active,0.142,3289.46,33461.08,100,56788.45,37491.62
4407,104407,Driver_4407,Bangalore,Mini EV,2.0,50,122208.3,77.7,315.9,72.1,Active,0.123,3626.75,38623.91,160,421267.03,279193.7
4408,104408,Driver_4408,Bangalore,SUV,6.3,75,50343.5,15.7,67.3,91.4,Maintenance,0.175,1689.21,27676.54,140,386165.16,257845.98
4409,104409,Driver_4409,Chennai,Sedan,7.2,40,247904.1,88.0,179.6,88.3,Maintenance,0.196,1894.18,34100.67,160,751150.56,362073.9
4410,104410,Driver_4410,Delhi,Sedan,1.8,50,90676.4,65.8,189.1,80.4,Inactive,0.174,4187.03,21498.94,140,57292.28,34379.54
4411,104411,Driver_4411,Hyderabad,Mini EV,6.6,60,133955.6,87.1,269.4,94.5,Maintenance,0.194,4109.95,19120.44,120,703971.28,321565.09
4412,104412,Driver_4412,Bangalore,Hatchback,0.7,40,51139.1,97.8,218.5,97.1,Inactive,0.179,828.52,33209.37,140,195921.92,104231.34
4413,104413,Driver_4413,Hyderabad,Sedan,1.3,40,210405.5,70.5,169.9,73.5,Inactive,0.166,1086.93,17688.09,140,80351.44,42791.4
4414,104414,Driver_4414,Mumbai,Hatchback,5.2,30,143987.9,93.4,206.0,78.9,Maintenance,0.136,4181.87,21660.59,160,714884.59,465632.27
4415,104415,Driver_4415,Mumbai,Sedan,5.6,40,222341.7,66.1,209.8,82.4,Inactive,0.126,1504.68,21474.68,160,397456.09,176037.53
4416,104416,Driver_4416,Mumbai,Hatchback,6.1,60,113031.7,28.8,144.0,96.7,Active,0.12,1030.66,42648.28,120,104968.5,60438.48
4417,104417,Driver_4417,Bangalore,Mini EV,5.0,30,179962.5,15.0,25.1,89.5,Maintenance,0.179,1807.65,39714.72,140,324312.74,172731.38
4418,104418,Driver_4418,Mumbai,SUV,5.6,50,130665.8,75.6,280.0,72.6,Active,0.135,2146.13,21888.09,160,402338.92,199526.57
4419,104419,Driver_4419,Hyderabad,Hatchback,8.0,30,55349.2,91.8,213.5,92.4,Maintenance,0.129,849.95,16177.0,120,783525.75,483795.68
4420,104420,Driver_4420,Delhi,Sedan,5.8,60,5937.2,56.6,237.5,90.5,Inactive,0.143,2489.14,21815.82,140,659938.7,368633.02
4421,104421,Driver_4421,Chennai,Sedan,4.4,75,157238.6,53.5,219.3,84.6,Inactive,0.183,4634.92,20387.56,100,289012.42,176198.1
4422,104422,Driver_4422,Bangalore,Mini EV,3.9,30,22721.4,76.1,171.7,79.6,Active,0.133,2596.0,22649.67,160,112114.39,78463.19
4423,104423,Driver_4423,Bangalore,SUV,0.8,30,201076.2,85.5,137.2,93.2,Active,0.187,1372.84,20445.35,100,531645.94,326147.12
4424,104424,Driver_4424,Delhi,Mini EV,4.7,30,200914.3,81.0,177.4,84.2,Maintenance,0.137,2243.93,39850.99,160,393173.25,170206.2
4425,104425,Driver_4425,Mumbai,Mini EV,6.4,75,112390.1,16.1,90.1,81.4,Active,0.134,3909.62,26478.39,120,355246.82,215587.14
4426,104426,Driver_4426,Delhi,Mini EV,0.8,60,57725.6,24.5,73.9,73.3,Active,0.199,2534.16,41507.58,100,658691.66,287847.67
4427,104427,Driver_4427,Delhi,Mini EV,7.2,30,153650.1,46.3,105.2,76.6,Maintenance,0.132,2636.84,45781.51,120,465613.18,222410.98
4428,104428,Driver_4428,Mumbai,Mini EV,4.4,30,207020.5,55.0,116.2,79.7,Inactive,0.142,2068.63,24794.28,100,355804.6,155840.84
4429,104429,Driver_4429,Mumbai,Mini EV,7.1,60,8094.8,34.3,121.8,95.5,Inactive,0.169,2553.04,24555.48,140,444771.67,292437.2
4430,104430,Driver_4430,Delhi,SUV,6.2,60,140918.3,18.8,63.4,90.6,Inactive,0.178,2776.93,34630.42,100,493129.21,328539.53
4431,104431,Driver_4431,Delhi,SUV,3.6,60,226981.6,33.9,157.7,72.0,Inactive,0.129,1101.32,20177.38,100,490783.09,206063.62
4432,104432,Driver_4432,Bangalore,SUV,4.1,50,97500.6,92.0,340.7,87.0,Inactive,0.135,3662.81,33534.5,160,221219.1,141670.32
4433,104433,Driver_4433,Mumbai,Hatchback,8.0,40,111736.9,47.4,121.5,76.4,Active,0.156,1679.51,11186.2,120,414348.18,241992.67
4434,104434,Driver_4434,Hyderabad,SUV,2.6,60,22738.9,76.8,256.0,74.3,Inactive,0.18,2683.68,24747.04,140,441301.85,180247.51
4435,104435,Driver_4435,Hyderabad,Mini EV,2.4,30,61217.9,73.7,145.5,81.8,Active,0.152,3758.87,38745.96,120,511501.77,255783.94
4436,104436,Driver_4436,Bangalore,Hatchback,7.0,30,152243.5,14.7,25.5,93.9,Active,0.173,2310.14,29115.91,140,699114.03,454326.18
4437,104437,Driver_4437,Hyderabad,Sedan,7.7,60,210262.3,71.4,324.5,75.1,Active,0.132,2636.73,31331.17,140,207167.74,142205.49
4438,104438,Driver_4438,Mumbai,Sedan,7.8,60,142223.3,90.8,278.0,97.7,Maintenance,0.196,4358.52,29406.42,120,763608.47,491915.67
4439,104439,Driver_4439,Delhi,Hatchback,5.9,75,123413.5,72.8,296.7,76.4,Active,0.184,2619.76,19261.92,140,332711.74,137226.32
4440,104440,Driver_4440,Chennai,Mini EV,3.9,50,30963.3,57.2,178.8,79.5,Active,0.16,1791.09,18461.25,140,677263.04,335122.19
4441,104441,Driver_4441,Hyderabad,Sedan,3.9,60,243097.1,33.3,120.4,88.8,Inactive,0.166,1322.01,31116.62,160,282933.65,185159.64
4442,104442,Driver_4442,Chennai,Hatchback,6.2,60,94631.8,77.0,366.7,100.0,Inactive,0.126,4736.14,12511.15,120,581325.32,259001.06
4443,104443,Driver_4443,Hyderabad,Mini EV,4.2,75,156570.7,47.8,273.7,76.9,Maintenance,0.131,4551.96,19570.13,160,640779.78,446688.99
4444,104444,Driver_4444,Chennai,Hatchback,4.4,30,136611.9,73.4,145.8,98.9,Inactive,0.151,4671.23,18624.04,120,542719.78,374526.58
4445,104445,Driver_4445,Chennai,Sedan,6.9,40,205460.3,44.3,112.9,80.9,Maintenance,0.157,4939.12,11101.22,160,371497.43,149918.24
4446,104446,Driver_4446,Hyderabad,Hatchback,2.8,60,201734.7,58.5,212.7,89.8,Active,0.165,4529.01,5013.64,100,430629.5,224938.31
4447,104447,Driver_4447,Delhi,SUV,2.9,50,160419.8,19.1,70.7,70.9,Active,0.135,4657.84,34670.81,100,162953.92,103598.87
4448,104448,Driver_4448,Delhi,Hatchback,2.2,50,57535.4,22.1,55.5,73.6,Maintenance,0.199,2365.23,43008.19,100,369295.56,246664.33
4449,104449,Driver_4449,Mumbai,Mini EV,6.4,30,211438.1,77.7,194.3,74.6,Inactive,0.12,1990.52,10727.46,100,586351.56,346477.73
4450,104450,Driver_4450,Chennai,Sedan,3.2,40,196507.0,89.0,188.4,80.1,Maintenance,0.189,3741.87,37769.13,160,552965.34,236303.27
4451,104451,Driver_4451,Hyderabad,Sedan,7.2,50,229762.1,22.3,68.8,84.2,Maintenance,0.162,3790.03,26937.72,100,580876.56,276305.84
4452,104452,Driver_4452,Delhi,Hatchback,1.7,30,87178.8,88.9,134.7,92.2,Maintenance,0.198,4240.8,27706.16,100,700055.85,382144.88
4453,104453,Driver_4453,Delhi,Sedan,1.3,40,56178.4,37.3,90.4,82.2,Active,0.165,2368.95,17486.04,140,325684.47,220247.67
4454,104454,Driver_4454,Hyderabad,Mini EV,3.0,40,214863.2,41.2,89.6,84.7,Active,0.184,2058.58,25242.5,140,696614.53,318949.21
4455,104455,Driver_4455,Bangalore,Sedan,5.8,75,26579.6,18.4,112.2,95.0,Maintenance,0.123,1301.03,31857.01,140,596005.59,396517.42
4456,104456,Driver_4456,Mumbai,Sedan,2.0,30,84442.5,19.2,30.0,70.2,Maintenance,0.192,1660.56,31071.16,120,143059.25,63667.72
4457,104457,Driver_4457,Chennai,Mini EV,7.5,75,195753.5,13.3,57.0,84.9,Inactive,0.175,1975.59,30717.42,140,339300.99,236967.16
4458,104458,Driver_4458,Bangalore,Hatchback,4.2,50,223985.3,86.3,245.2,71.9,Maintenance,0.176,4256.35,33943.02,100,484666.5,211329.04
4459,104459,Driver_4459,Delhi,Sedan,4.9,75,156656.7,99.0,498.3,70.5,Active,0.149,4196.41,34645.42,160,623149.33,274312.68
4460,104460,Driver_4460,Hyderabad,Sedan,0.9,30,94231.1,32.3,60.2,94.4,Active,0.161,1521.07,23659.33,160,413037.03,224742.82
4461,104461,Driver_4461,Delhi,Mini EV,4.7,75,230647.8,50.1,313.1,98.2,Active,0.12,754.84,31698.95,100,55757.5,33272.1
4462,104462,Driver_4462,Delhi,Mini EV,4.2,40,74525.0,99.0,269.4,73.5,Inactive,0.147,2516.05,28064.59,140,644731.12,275835.24
4463,104463,Driver_4463,Chennai,Sedan,0.9,50,205088.2,96.8,393.5,96.5,Active,0.123,3436.19,39449.78,140,678173.9,470015.42
4464,104464,Driver_4464,Bangalore,Mini EV,2.6,50,19427.5,28.7,74.7,98.7,Active,0.192,3037.36,38615.63,120,430467.83,265377.99
4465,104465,Driver_4465,Mumbai,SUV,2.4,30,242955.9,82.7,189.4,82.6,Active,0.131,3424.35,11099.75,140,208615.42,97680.09
4466,104466,Driver_4466,Chennai,Hatchback,2.7,60,144643.0,43.3,183.0,74.2,Inactive,0.142,1294.01,17062.57,120,737609.06,349858.9
4467,104467,Driver_4467,Chennai,SUV,7.2,40,73230.8,79.7,251.0,84.2,Maintenance,0.127,2083.83,32950.55,120,134485.81,73302.18
4468,104468,Driver_4468,Hyderabad,SUV,6.4,30,88831.8,19.2,32.7,95.7,Inactive,0.176,1215.46,28077.42,120,364870.99,209193.29
4469,104469,Driver_4469,Mumbai,Sedan,4.0,75,156921.1,42.8,230.9,70.7,Active,0.139,3335.52,25796.29,160,195868.87,113314.35
4470,104470,Driver_4470,Chennai,SUV,2.2,60,217658.7,44.1,169.6,79.4,Maintenance,0.156,4767.85,29308.4,140,796673.11,351341.06
4471,104471,Driver_4471,Mumbai,SUV,4.3,50,21641.5,12.6,46.3,74.6,Inactive,0.136,4994.02,12403.93,120,455806.89,193102.49
4472,104472,Driver_4472,Hyderabad,Hatchback,0.9,40,121826.8,34.5,93.9,83.0,Active,0.147,1198.49,13925.89,120,424528.1,284528.58
4473,104473,Driver_4473,Bangalore,Sedan,4.0,50,24160.0,19.5,56.0,81.5,Inactive,0.174,4211.21,30834.32,120,787750.25,465776.06
4474,104474,Driver_4474,Hyderabad,Hatchback,1.9,30,190638.1,78.8,132.1,97.2,Maintenance,0.179,2452.54,11633.33,100,722967.44,477493.47
4475,104475,Driver_4475,Chennai,SUV,6.0,75,184864.4,13.8,65.5,72.3,Maintenance,0.158,3623.26,20528.46,160,772112.69,374403.87
4476,104476,Driver_4476,Chennai,Sedan,1.0,50,173356.5,32.5,128.0,98.7,Active,0.127,1071.7,28229.95,120,216240.88,115186.48
4477,104477,Driver_4477,Hyderabad,Hatchback,6.3,50,218990.6,89.1,322.8,87.3,Active,0.138,1870.79,18904.19,140,187475.41,125534.63
4478,104478,Driver_4478,Bangalore,Hatchback,2.0,60,121463.7,36.6,163.9,89.2,Maintenance,0.134,784.08,15624.46,140,141371.73,71790.04
4479,104479,Driver_4479,Hyderabad,Mini EV,1.5,30,84099.6,30.6,46.8,96.8,Maintenance,0.196,2936.56,25428.06,100,600600.12,392516.81
4480,104480,Driver_4480,Delhi,Sedan,2.1,50,120575.8,71.6,255.7,92.3,Inactive,0.14,2072.4,34988.26,120,578178.58,362902.53
4481,104481,Driver_4481,Chennai,Sedan,6.2,30,59661.4,14.9,27.4,76.2,Inactive,0.163,4262.37,9775.52,160,125899.88,85047.05
4482,104482,Driver_4482,Mumbai,Mini EV,1.5,30,191137.4,61.7,135.1,90.4,Inactive,0.137,635.52,36619.99,120,213866.52,91591.78
4483,104483,Driver_4483,Mumbai,Hatchback,7.5,40,164988.6,18.6,37.4,97.1,Maintenance,0.199,4107.19,34509.18,160,106643.95,42963.47
4484,104484,Driver_4484,Hyderabad,Hatchback,0.8,40,218754.8,82.8,174.3,71.7,Maintenance,0.19,2340.93,36019.38,100,285918.66,132281.71
4485,104485,Driver_4485,Bangalore,Mini EV,1.7,40,193795.7,94.2,190.3,81.5,Maintenance,0.198,3078.54,27120.2,160,745050.94,453449.17
4486,104486,Driver_4486,Delhi,SUV,0.6,50,133137.4,57.2,230.6,97.1,Active,0.124,2156.97,25867.56,100,701614.82,469998.88
4487,104487,Driver_4487,Bangalore,Mini EV,5.0,50,50670.5,93.0,378.0,88.4,Maintenance,0.123,2380.51,36581.37,120,305039.09,125082.69
4488,104488,Driver_4488,Chennai,Sedan,1.5,30,8062.8,59.5,144.0,81.0,Inactive,0.124,2803.04,18887.68,140,434450.51,251032.74
4489,104489,Driver_4489,Bangalore,Sedan,4.2,50,128740.3,55.5,160.4,84.5,Maintenance,0.173,739.02,24795.95,160,792585.56,413158.18
4490,104490,Driver_4490,Mumbai,Sedan,5.6,60,222894.1,83.6,323.6,94.5,Maintenance,0.155,4200.37,14649.95,160,382518.0,167066.48
4491,104491,Driver_4491,Delhi,Hatchback,5.6,50,207356.3,17.9,66.3,80.1,Inactive,0.135,1155.38,24228.46,140,780359.12,455360.88
4492,104492,Driver_4492,Mumbai,Sedan,7.4,40,79989.2,49.1,130.9,88.7,Inactive,0.15,1542.08,10986.96,160,645966.22,343687.52
4493,104493,Driver_4493,Hyderabad,Hatchback,4.8,75,72519.7,55.1,299.5,85.5,Inactive,0.138,523.64,28746.15,100,489598.36,224192.27
4494,104494,Driver_4494,Chennai,Mini EV,5.0,50,76632.8,57.4,151.9,84.3,Maintenance,0.189,4778.99,13371.86,140,676195.34,317164.66
4495,104495,Driver_4495,Chennai,SUV,6.2,50,83776.4,92.4,378.7,70.8,Active,0.122,728.54,36207.41,120,775708.84,420961.63
4496,104496,Driver_4496,Mumbai,Sedan,5.5,60,240954.8,52.7,161.3,98.8,Active,0.196,1099.6,41508.5,140,706174.27,388588.09
4497,104497,Driver_4497,Bangalore,Mini EV,2.1,40,178079.2,66.2,164.5,80.3,Inactive,0.161,4393.8,19441.45,160,66919.59,36883.24
4498,104498,Driver_4498,Delhi,SUV,2.3,40,185261.0,71.7,222.3,99.8,Inactive,0.129,4601.23,29346.53,100,565738.48,276114.55
4499,104499,Driver_4499,Mumbai,Sedan,4.5,75,131681.5,70.7,351.2,88.7,Inactive,0.151,2054.26,25585.58,100,714392.02,344802.87
4500,104500,Driver_4500,Delhi,Mini EV,3.9,40,195764.1,50.2,133.0,94.2,Inactive,0.151,2250.76,34173.17,140,341622.5,144495.35
4501,104501,Driver_4501,Mumbai,Sedan,1.8,60,213183.5,33.1,152.8,82.7,Maintenance,0.13,4795.91,35420.15,120,215162.04,124760.42
4502,104502,Driver_4502,Mumbai,SUV,4.1,50,158101.8,35.6,104.1,85.7,Maintenance,0.171,2372.67,12062.02,120,448914.3,300656.57
4503,104503,Driver_4503,Bangalore,Sedan,3.5,40,147311.0,13.1,33.6,97.6,Inactive,0.156,1880.51,13989.07,140,139326.77,81287.82
4504,104504,Driver_4504,Hyderabad,Sedan,2.0,60,77885.4,43.0,132.3,71.0,Active,0.195,1391.11,19400.04,100,767263.57,516064.38
